"Prime Contract ID","Contract Includes Sub Vendors","Vendor Record Type","Prime Vendor","Prime Vendor M/WBE Category","Prime Contract Purpose","Prime Contract Current Amount","Prime Contract Original Amount","Prime Vendor Spend to Date","Prime Contract Start Date","Prime Contract End Date","Prime Contract Registration Date","Prime Woman Owned Business","Prime Emerging Business","Prime Contracting Agency","OCA Number","Prime Contract Version","FMS Document/Parent Contract ID","Prime Contract Type","Prime Contract Award Method","Prime Contract Expense Category","Prime Contract Industry","Prime Contract PIN","Prime Contract APT PIN","% COVID Spending","% Other Spending","Sub Vendor","Sub Vendor M/WBE Category","Sub Contract Purpose","Subcontract Status","Sub Contract Industry","Sub Contract Current Amount","Sub Contract Original Amount","Sub Vendor Paid to Date","Sub Contract Start Date","Sub Contract End Date","Sub Contract Reference ID","Sub Woman Owned Business","Sub Emerging Business"
CT181620231405192,Not Required,Prime Vendor,CENTRAL ATLANTIC STATES ASSOC OF FOOD & DRUG OFFICIALS,Non-M/WBE,Membership for Central Atlantic States Association,1905.00,1905.00,1905.00,2022-07-01,2023-06-30,2022-10-14,No ,No ,Department of Health and Mental Hygiene,1013185271,1,-,PROFESSIONALMEMBERSHIP,PROF. MEMBERSHIP NEGOTIATION,OFF SVC-MEMBERSHIP DUES & FEES,Standardized Services,816-EHSQ-23-0293-N00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231405191,Not Required,Prime Vendor,"Dependable Office Supplies, Inc.",Asian American,Labels for BPHC,14715.00,14715.00,14715.00,2022-07-25,2023-06-30,2022-09-16,No ,No ,Department of Health and Mental Hygiene,,1,-,SUPPLIES/MATERIALS/EQUIPMENT,"SMALL PURCHASE - UNDER $5,000",SUPPLIES + MATERIALS - GENERAL,Goods,816-DISA-23-0773-N00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231405166,Not Required,Prime Vendor,"SLADE INDUSTRIES,INC",Non-M/WBE,ELEVATOR MAINTENANCE AND REPAIR SERVICE,80831.00,41668.00,31747.53,2022-10-01,2023-06-30,2022-10-11,No ,No ,Department of Health and Mental Hygiene,,6,-,WORK/LABOR,SM PURCH GOODS SERVICES 100K,OTHR SERV AND CHRGS-GENERAL,Standardized Services,23R0195LL REBID,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231405077,Not Required,Prime Vendor,JCADS Inc,Black American,"Tablet, Keyboard and Pen procurement for BHHS BSS Admin",2982.69,2982.69,2982.69,2022-07-01,2022-12-31,2022-09-15,No ,No ,Department of Health and Mental Hygiene,,1,-,SUPPLIES/MATERIALS/EQUIPMENT,"SMALL PURCHASE - UNDER $5,000",PURCH DATA PROCESSING EQUIPT,Goods,816-DISO-23-0409-N00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231405076,Not Required,Prime Vendor,ADDY SYSTEMS LLC,Non-M/WBE,ONLINE SCHEDULING SOFTWARE,19320.00,19320.00,16765.00,2022-07-01,2023-06-30,2022-09-15,No ,No ,Department of Health and Mental Hygiene,,1,-,SUPPLIES/MATERIALS/EQUIPMENT,"SMALL PURCHASE - UNDER $5,000",DATA PROCESSING SUPPLIES,Goods,816-MHYN-23-0372-N00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231405075,Not Required,Prime Vendor,HUMANSCALE CORPORATION,Non-M/WBE,OFFICE FURNITURE for Reasonable Accommodations for staff,6179.15,4020.79,6179.15,2022-07-01,2023-06-30,2022-09-15,No ,No ,Department of Health and Mental Hygiene,1014241061,4,-,SUPPLIES/MATERIALS/EQUIPMENT,"SMALL PURCHASE - UNDER $5,000",OFFICE FURITURE,Goods,816-CHEB-23-0607-A03,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231405074,Not Required,Prime Vendor,NATIONAL JEWISH HEALTH,Non-M/WBE,The Vendor will Determine blood absorption level of medicat,5000.00,5000.00,1871.10,2022-07-01,2023-06-30,2022-09-15,No ,No ,Department of Health and Mental Hygiene,,1,-,WORK/LABOR,"SMALL PURCHASE - UNDER $5,000",CONTRACTUAL SERVICES GENERAL,Human Services,816-DISS-23-0714-N00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231405071,Not Required,Prime Vendor,PERFECT LATCH LLC,Black American,Lactation Consultant,19950.00,19950.00,18450.00,2022-09-26,2023-06-30,2022-09-15,Yes,No ,Department of Health and Mental Hygiene,,1,-,CONSULTANT,"SMALL PURCHASE - UNDER $5,000",CONTRACTUAL SERVICES GENERAL,Human Services,816-FCHG-23-0713-N00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231405019,Not Required,Prime Vendor,AMERICAN COMPUTER CONSULTANTS INC,Black American,headsets,1945.65,1945.65,1945.65,2022-07-01,2023-06-30,2022-09-14,No ,No ,Department of Health and Mental Hygiene,,1,-,SUPPLIES/MATERIALS/EQUIPMENT,"SMALL PURCHASE - UNDER $5,000",TELECOMMUNICATIONS EQUIPMENT,Goods,816-FCHG-23-0679-N00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231405016,Not Required,Prime Vendor,RUTGERS THE STATE UNIVERSITY OF NEW JERSEY,Non-M/WBE,Data Linkage and IRB services on cancer cases diagnosed in N,10750.00,10750.00,10750.00,2022-07-01,2023-06-30,2022-09-14,No ,No ,Department of Health and Mental Hygiene,1013173494,1,-,WORK/LABOR,"SMALL PURCHASE - UNDER $5,000",CONTRACTUAL SERVICES GENERAL,Human Services,816-EPIA-23-0332-N00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231405015,Not Required,Prime Vendor,HEALTH LEADS INC,Non-M/WBE,"The vendor will reconvene a birth worker coalition, promote",20000.00,20000.00,20000.00,2022-07-01,2023-06-30,2022-09-14,No ,No ,Department of Health and Mental Hygiene,1013173460,1,-,WORK/LABOR,"SMALL PURCHASE - UNDER $5,000",CONTRACTUAL SERVICES GENERAL,Human Services,816-FCHA-23-0565-N00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231405013,Not Required,Prime Vendor,WESTCHESTER COUNTY,Non-M/WBE,Testing - Laboratory Media,4740.00,4740.00,1572.00,2022-07-01,2023-06-30,2022-09-14,No ,No ,Department of Health and Mental Hygiene,,1,-,WORK/LABOR,"SMALL PURCHASE - UNDER $5,000",OTHR SERV AND CHRGS-GENERAL,Human Services,816-DISA-23-0615-N00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231405012,Not Required,Prime Vendor,WALDNERS BUSINESS ENVIRONMENTS INC,Non-M/WBE,Keybooards,480.93,480.93,480.93,2022-07-01,2023-06-30,2022-09-14,Yes,No ,Department of Health and Mental Hygiene,1013173357,1,-,SUPPLIES/MATERIALS/EQUIPMENT,"SMALL PURCHASE - UNDER $5,000",SUPPLIES + MATERIALS - GENERAL,Goods,816-DISS-23-0434-N00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231405011,Not Required,Prime Vendor,"AMEDA, INC.",Non-M/WBE,Rental of Hospital grade breast pumps for DOHMH Employees La,14748.00,14748.00,9658.75,2022-07-01,2024-06-30,2022-09-14,No ,No ,Department of Health and Mental Hygiene,,1,-,SUPPLIES/MATERIALS/EQUIPMENT,"SMALL PURCHASE - UNDER $5,000","MEDICAL,SURGICAL & LAB SUPPLY",Goods,816-FCHG-23-0435-N00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231404986,Not Required,Prime Vendor,CITY LUMBER INC,Women (Non-Minority),Lumber & Building supplies for repairs and maintenance to al,10000.00,10000.00,0.00,2022-07-01,2023-06-30,2022-09-14,Yes,No ,Department of Health and Mental Hygiene,,1,-,SUPPLIES/MATERIALS/EQUIPMENT,"SMALL PURCHASE - UNDER $5,000",MAINTENANCE SUPPLIES,Goods,816-ADMA-23-0755-D01,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231404985,Not Required,Prime Vendor,URBAN ACCESS TALK LLC,Non-M/WBE,Training Consultant,19900.00,19900.00,19900.00,2022-07-21,2023-06-30,2022-09-14,Yes,No ,Department of Health and Mental Hygiene,1013175755,1,-,CONSULTANT,"SMALL PURCHASE - UNDER $5,000",CONTRACTUAL SERVICES GENERAL,Human Services,816-FCHG-23-0715-N00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231404982,Not Required,Prime Vendor,AWARDS DEPOT INC,Black American,Plaques for Retiring Planning Council Members,595.00,595.00,595.00,2022-06-24,2023-06-30,2022-09-14,No ,No ,Department of Health and Mental Hygiene,,4,-,SUPPLIES/MATERIALS/EQUIPMENT,"SMALL PURCHASE - UNDER $5,000",ECONOMIC DEVELOPMENT,Goods,816-DISA-23-0491-M01,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231404907,Not Required,Prime Vendor,ADVANCED  RESOLUTION MANAGEMENT LLC,Black American,Norm setting Sessions to   strengthen workplace relationship,19980.00,19980.00,19980.00,2022-07-01,2023-06-30,2022-09-14,Yes,No ,Department of Health and Mental Hygiene,,1,-,WORK/LABOR,"SMALL PURCHASE - UNDER $5,000",TRAINING PRGM CITY EMPLOYEES,Human Services,816-MHYN-23-0371-N00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231404906,Not Required,Prime Vendor,SHI INTERNATIONAL CORP,Asian American,SHI INTERNATIONAL CORP,10227.65,10227.65,10227.65,2021-09-01,2022-08-31,2022-09-13,Yes,No ,Department of Health and Mental Hygiene,,2,-,WORK/LABOR,"SMALL PURCHASE - UNDER $5,000",DATA PROCESSING SUPPLIES,Human Services,22ID030201R0X00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231404894,Not Required,Prime Vendor,PARTOPIA RENTAL LLC,Black American,Chairs and tables,20000.00,20000.00,20000.00,2022-07-22,2023-06-30,2022-09-14,No ,No ,Department of Health and Mental Hygiene,,1,-,SUPPLIES/MATERIALS/EQUIPMENT,"SMALL PURCHASE - UNDER $5,000",OTHR SERV AND CHRGS-GENERAL,Goods,816-CHEA-23-0736-N00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231404803,Not Required,Prime Vendor,SNUG HARBOR CULTURAL CENTER AND BOTANICAL GARDEN INC,Individuals and Others,PLEASE EXPEDITE -: 2022 Public Health Corps in Your Borough,3000.00,3000.00,0.00,2022-09-01,2023-06-30,2022-09-12,No ,No ,Department of Health and Mental Hygiene,1013447551,2,-,MISCELLANEOUSPROPERTYRENTAL,"SMALL PURCHASE - UNDER $5,000",OTHR SERV AND CHRGS-GENERAL,Human Services,816-CHEB-23-1117-N00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231404744,Not Required,Prime Vendor,HEADSPACE INC,Non-M/WBE,Worksite Wellness - Mental Health Solution,19992.00,19992.00,19992.00,2022-08-08,2023-06-30,2022-09-12,No ,No ,Department of Health and Mental Hygiene,1013160009,1,-,WORK/LABOR,"SMALL PURCHASE - UNDER $5,000",CONTRACTUAL SERVICES GENERAL,Human Services,816-ADMA-23-0794-N00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231404743,Not Required,Prime Vendor,CLARIVATE ANALYTICS US LLC,Non-M/WBE,RENEWAL - End Note SW,5348.93,5348.93,5348.93,2022-07-01,2023-06-30,2022-09-09,No ,No ,Department of Health and Mental Hygiene,1013159273,1,-,SUPPLIES/MATERIALS/EQUIPMENT,"SMALL PURCHASE - UNDER $5,000",DATA PROCESSING SUPPLIES,Goods,816-IITD-23-0222-N00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231404742,Not Required,Prime Vendor,Control Solutions Inc,Non-M/WBE,VFC Vaccine Monitoring Kits,2006.50,2006.50,2006.50,2022-07-01,2023-06-30,2022-09-09,No ,No ,Department of Health and Mental Hygiene,1013159147,1,-,WORK/LABOR,"SMALL PURCHASE - UNDER $5,000",PURCH DATA PROCESSING EQUIPT,Human Services,816-DISA-23-1198-N00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231404741,Not Required,Prime Vendor,ADVANCED  RESOLUTION MANAGEMENT LLC,Black American,ARM Professional Development Program - Finance Retreat - Bur,20000.00,20000.00,20000.00,2022-07-01,2023-06-30,2022-09-09,Yes,No ,Department of Health and Mental Hygiene,,1,-,WORK/LABOR,"SMALL PURCHASE - UNDER $5,000",CONTRACTUAL SERVICES GENERAL,Human Services,816-FINA-23-1167-N00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231404697,Not Required,Prime Vendor,INTIVITY INC,Hispanic American,Furniture for BPHC,2775.75,2775.75,2775.75,2022-07-01,2023-06-30,2022-09-09,No ,No ,Department of Health and Mental Hygiene,,1,-,SUPPLIES/MATERIALS/EQUIPMENT,"SMALL PURCHASE - UNDER $5,000",OFFICE FURITURE,Goods,816-DISA-23-0477-N00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231404607,Not Required,Prime Vendor,CAMILO SIERRA,Non-M/WBE,Consulting for Veterinary services - Specializing in Horse N,3000.00,3000.00,0.00,2022-07-01,2023-06-30,2022-09-08,No ,No ,Department of Health and Mental Hygiene,,2,-,CONSULTANT,"SMALL PURCHASE - UNDER $5,000",PROF SERV OTHER,Human Services,816-EHSK-23-0651-N00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231404606,Not Required,Prime Vendor,ELECTRONIC MEASUREMENT LABS INC.,Non-M/WBE,CO Calibration Gas for Environmental Health,4633.68,2100.00,3348.68,2022-07-01,2023-06-30,2022-09-08,No ,No ,Department of Health and Mental Hygiene,,4,-,SUPPLIES/MATERIALS/EQUIPMENT,"SMALL PURCHASE - UNDER $5,000","EQUIPMENT GENERAL, OTHR SERV AND CHRGS-GENERAL, SUPPLIES + MATERIALS - GENERAL",Goods,816-EHSQ-23-0668-D01,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231404591,Not Required,Prime Vendor,JAEL SOLUTIONS LLC,Non-M/WBE,Development of fulfillment of Board of Health Resolution,16500.00,16500.00,4000.00,2022-07-01,2023-06-30,2022-09-08,No ,No ,Department of Health and Mental Hygiene,,1,-,WORK/LABOR,"SMALL PURCHASE - UNDER $5,000",CONTRACTUAL SERVICES GENERAL,Human Services,816-FDCC-23-0942-N00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231404502,Not Required,Prime Vendor,ROCHE DIAGNOSTICS CORPORATION,Non-M/WBE,ROCHE DIAGNOSTICS BRAND PRODUCTS- 23R0006AA,100000.00,100000.00,79405.37,2022-09-15,2023-12-31,2022-09-30,No ,No ,Department of Health and Mental Hygiene,,5,-,REQUIREMENTS-GOODS,SM PURCH GOODS SERVICES 100K,"MEDICAL,SURGICAL & LAB SUPPLY",Goods,23R0006AA,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231404384,Not Required,Prime Vendor,"NEW YORK ROAD RUNNERS, INC.",Non-M/WBE,Facilitate & host community wellness events and/or walks,13000.00,13000.00,13000.00,2022-07-01,2023-06-30,2022-09-06,No ,No ,Department of Health and Mental Hygiene,1013146445,1,-,CONSULTANT,"SMALL PURCHASE - UNDER $5,000",CONTRACTUAL SERVICES GENERAL,Human Services,816-CHEA-23-0787-N00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231404383,Yes,Prime Vendor,"COMPCITI BUSINESS SOLUTIONS, INC.",Asian American,Renewal of Pluralsight Business Professional 30 Existing Lic,19351.10,19351.10,19351.10,2022-09-14,2023-09-13,2022-09-06,Yes,No ,Department of Health and Mental Hygiene,,1,-,SUPPLIES/MATERIALS/EQUIPMENT,"SMALL PURCHASE - UNDER $5,000",DATA PROCESSING SUPPLIES,Goods,816-IITD-23-0868-N00,"",-,,-,-,-,No Subcontract Information Submitted,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231404324,Not Required,Prime Vendor,QUALITY AND ASSURANCE TECHNOLOGY CORP,Hispanic American,Renewal: Jetbrains dotUltimate - Commercial annual subscript,11382.00,11382.00,11382.00,2022-07-01,2023-06-30,2022-09-06,No ,No ,Department of Health and Mental Hygiene,,1,-,SUPPLIES/MATERIALS/EQUIPMENT,"SMALL PURCHASE - UNDER $5,000",DATA PROCESSING SUPPLIES,Goods,816-IITD-23-0288-N00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231404323,Not Required,Prime Vendor,TEACHERS COLLEGE,Non-M/WBE,DOHMH evaluation of schools,18000.00,18000.00,18000.00,2022-07-01,2023-06-30,2022-09-06,No ,No ,Department of Health and Mental Hygiene,1013142804,1,-,WORK/LABOR,"SMALL PURCHASE - UNDER $5,000",CONTRACTUAL SERVICES GENERAL,Human Services,816-CHEA-23-0672-N00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231404322,Not Required,Prime Vendor,RAJ SOMAS,Asian American,"RENEWAL: SMS MAGNET AXIOM AXIOM and Magnet OUTRIDER Bundle,",3231.00,3231.00,3231.00,2022-10-01,2023-09-30,2022-09-06,No ,No ,Department of Health and Mental Hygiene,,1,-,SUPPLIES/MATERIALS/EQUIPMENT,"SMALL PURCHASE - UNDER $5,000",DATA PROCESSING SUPPLIES,Goods,816-IITD-23-0828-N00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231404292,Not Required,Prime Vendor,BARCODES LLC,Non-M/WBE,Label Printers ERRS 17259,19976.00,19976.00,19976.00,2022-08-02,2023-06-30,2022-09-07,No ,No ,Department of Health and Mental Hygiene,1013141365,1,-,SUPPLIES/MATERIALS/EQUIPMENT,"SMALL PURCHASE - UNDER $5,000",PURCH DATA PROCESSING EQUIPT,Goods,816-DISA-23-0820-N00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231404246,Not Required,Prime Vendor,NATIONAL CLAIM EVALUATIONS INC,Women (Non-Minority),Medical Evaluation,4300.00,4300.00,800.00,2022-08-12,2023-06-30,2022-09-01,Yes,No ,Department of Health and Mental Hygiene,,2,-,CONSULTANT,"SMALL PURCHASE - UNDER $5,000",CONTRACTUAL SERVICES GENERAL,Human Services,816-IITD-23-0995-N00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231404231,Not Required,Prime Vendor,Alere San Diego Inc,Non-M/WBE,DRUG TEST KITS,100000.00,100000.00,0.00,2022-10-01,2023-09-30,2022-09-29,No ,No ,Department of Health and Mental Hygiene,1014209684,2,-,SUPPLIES/MATERIALS/EQUIPMENT,SM PURCH GOODS SERVICES 100K,"MEDICAL,SURGICAL & LAB SUPPLY",Goods,23R0089AA,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231404192,Not Required,Prime Vendor,RICHMOND MEDICAL CENTER,Non-M/WBE,Contraception,10000.00,10000.00,8381.91,2022-07-01,2023-06-30,2022-09-01,No ,No ,Department of Health and Mental Hygiene,,1,-,WORK/LABOR,"SMALL PURCHASE - UNDER $5,000",CONTRACTUAL SERVICES GENERAL,Human Services,816-FCHB-23-0419-N00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231404171,Not Required,Prime Vendor,ARTICULATE GLOBAL LLC,Non-M/WBE,Software Subscription,6170.25,6170.25,6170.25,2022-04-01,2023-03-31,2022-09-01,No ,No ,Department of Health and Mental Hygiene,1013744357,3,-,SUPPLIES/MATERIALS/EQUIPMENT,"SMALL PURCHASE - UNDER $5,000",DATA PROCESSING SUPPLIES,Goods,22EI019501R0X00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231404100,Not Required,Prime Vendor,"Samaritan Software, LLC",Non-M/WBE,ERRS 017463 t Samaritarian work on PODs vaccination monkeypo,19375.00,19375.00,16978.25,2022-07-01,2023-06-30,2022-09-01,No ,No ,Department of Health and Mental Hygiene,,1,-,SUPPLIES/MATERIALS/EQUIPMENT,"SMALL PURCHASE - UNDER $5,000",DATA PROCESSING SUPPLIES,Goods,816-EPRF-23-0803-N00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231404098,Not Required,Prime Vendor,TURTLE & HUGHES INC,Non-M/WBE,BALLASTS FOR THE VARIOUS HEALTH DEPARTMENT LOCATIONS,2500.00,2500.00,0.00,2022-07-01,2023-06-30,2022-08-31,Yes,No ,Department of Health and Mental Hygiene,,1,-,SUPPLIES/MATERIALS/EQUIPMENT,"SMALL PURCHASE - UNDER $5,000",MAINTENANCE SUPPLIES,Goods,816-ADMA-23-0017-D01,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231404097,Not Required,Prime Vendor,INTIVITY INC,Hispanic American,Keyboard Trays for Bergen Building,7972.40,7972.40,7972.40,2022-09-01,2023-06-30,2022-08-31,No ,No ,Department of Health and Mental Hygiene,,1,-,SUPPLIES/MATERIALS/EQUIPMENT,"SMALL PURCHASE - UNDER $5,000",OFFICE FURITURE,Goods,816-ADMA-23-0908-N00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231404037,Not Required,Prime Vendor,EMPIRE ELECTRONICS INC,Women (Non-Minority),TECHNOLOGY ITEMS FOR GUN CRIMES UNIT,62298.00,62298.00,62298.00,2022-09-26,2023-06-30,2022-09-22,Yes,No ,Department of Health and Mental Hygiene,,1,-,SUPPLIES/MATERIALS/EQUIPMENT,SM PURCH GOODS SERVICES 100K,PURCH DATA PROCESSING EQUIPT,Goods,23R0281MJ,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231404007,Not Required,Prime Vendor,"mamabites, inc",Women (Non-Minority),Lunch for OSH Medical Unit Return to School Meeting,11681.00,1875.00,11231.00,2022-08-24,2023-06-30,2022-08-30,Yes,No ,Department of Health and Mental Hygiene,,4,-,SUPPLIES/MATERIALS/EQUIPMENT,"SMALL PURCHASE - UNDER $5,000",FOOD & FORAGE SUPPLIES,Goods,816- FCHA-23-1133-A01,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231403949,Not Required,Prime Vendor,ERGONOMIC GROUP INC.,Women (Non-Minority),REDHAT ENTERPRISE LINX SERVER/SUBSCRIPTION,14700.00,14700.00,14700.00,2022-07-01,2023-06-30,2022-08-29,Yes,No ,Department of Health and Mental Hygiene,,1,-,WORK/LABOR,"SMALL PURCHASE - UNDER $5,000",DATA PROCESSING SUPPLIES,Professional Services,816-DISA-23-0381-N00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231403948,Not Required,Prime Vendor,"CBA ELEVATOR CONSULTANTS, LLC",Hispanic American,"Elevator Inspection, Consulting Services, and Elevator Witne",19995.00,19995.00,19585.00,2022-08-01,2022-12-31,2022-08-29,No ,No ,Department of Health and Mental Hygiene,,1,-,WORK/LABOR,"SMALL PURCHASE - UNDER $5,000",CONTRACTUAL SERVICES GENERAL,Human Services,816-ADMA-23-0534-D01,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231403947,Not Required,Prime Vendor,WESTCHESTER COUNTY,Non-M/WBE,Water Quality Testing for Environmental Health,19950.00,19950.00,7800.00,2022-07-01,2023-06-30,2022-08-29,No ,No ,Department of Health and Mental Hygiene,,1,-,WORK/LABOR,"SMALL PURCHASE - UNDER $5,000",OTHR SERV AND CHRGS-GENERAL,Human Services,816-EHSL-23-0667-N00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231403917,Not Required,Prime Vendor,NIELSEN CONSUMER INC,Non-M/WBE,Label Insight Nutrition Data,20000.00,20000.00,20000.00,2022-07-01,2023-06-30,2022-08-29,No ,No ,Department of Health and Mental Hygiene,1013129185,1,-,CONSULTANT,"SMALL PURCHASE - UNDER $5,000",CONTRACTUAL SERVICES GENERAL,Professional Services,816-CHEB-23-0560-N00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231403857,Not Required,Prime Vendor,DRG International Inc,Non-M/WBE,LABORATORY REAGENTS,2455.00,2455.00,2455.00,2022-07-01,2023-06-30,2022-08-26,No ,No ,Department of Health and Mental Hygiene,1013128179,1,-,WORK/LABOR,"SMALL PURCHASE - UNDER $5,000","MEDICAL,SURGICAL & LAB SUPPLY",Human Services,816-DISA-23-0342-N00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231403826,Not Required,Prime Vendor,MP EAST 26 LLC,Non-M/WBE,Parking Garage for (4) Vehicles for the Division of Mental H,16800.00,16800.00,13650.00,2022-07-01,2023-06-30,2022-08-29,No ,No ,Department of Health and Mental Hygiene,1013243976,2,-,WORK/LABOR,"SMALL PURCHASE - UNDER $5,000",OTHR SERV AND CHRGS-GENERAL,Standardized Services,816-MHYN-23-0287-N00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231403556,Not Required,Prime Vendor,EMSL ANALYTICAL INC,Non-M/WBE,Laboratory Services for Asbestos and Industrial Hygiene for,12000.00,12000.00,799.00,2022-07-01,2023-06-30,2022-08-23,No ,No ,Department of Health and Mental Hygiene,,1,-,WORK/LABOR,"SMALL PURCHASE - UNDER $5,000",OTHR SERV AND CHRGS-GENERAL,Human Services,816-EHSC-23-0366-N00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231403512,Not Required,Prime Vendor,TTI Business Products Inc.,Women (Non-Minority),TONERS AND LABEL CARTRIDGES,10834.49,5423.15,10834.49,2022-07-01,2023-06-30,2022-08-22,Yes,No ,Department of Health and Mental Hygiene,,2,-,SUPPLIES/MATERIALS/EQUIPMENT,"SMALL PURCHASE - UNDER $5,000",DATA PROCESSING SUPPLIES,Goods,816-DISA-23-0612-N00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231403470,Not Required,Prime Vendor,CUNY School of Law Justice & Auxiliary Servic,Non-M/WBE,Rental space at CUNY Law School,14600.00,10000.00,14600.00,2022-08-09,2023-06-30,2022-08-22,No ,No ,Department of Health and Mental Hygiene,,5,-,WORK/LABOR,"SMALL PURCHASE - UNDER $5,000",OTHR SERV AND CHRGS-GENERAL,Standardized Services,816-FCHA-23-0928-A02,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620231403421,Not Required,Prime Vendor,PHARMEX PHARMACY INC,Women (Non-Minority),ERRS  017587- Monkeypox & STD Treatments,20000.00,20000.00,19638.16,2022-07-01,2023-06-30,2022-08-22,Yes,No ,Department of Health and Mental Hygiene,,1,-,SUPPLIES/MATERIALS/EQUIPMENT,"SMALL PURCHASE - UNDER $5,000","MEDICAL,SURGICAL & LAB SUPPLY",Goods,816-IITD-23-0935-N00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
